name,stars,review,cooking_type,address,usd_avg,state,rating,numrev,goog_price,cuisine,bstars,cstars,pc,zip
Taci's Beyti,0.0,"Find safety from the evil eye at Taci's Beyti, a bright Turkish spot tucked into a busy thoroughfare in Midwood, where smiling strangers chat at communal tables amid dozens of nazar boncugu amulets. Homey and cozy, families dig into rustic dishes as servers spring to and fro with platters of golden, fresh, fragrant food and pile tables high with pide, tabuli, grape leaves, and almond-stuffed apricots. Turkish options are few and far between in this predominately Orthodox neighborhood, and dishes here reflect this mergence of ethnicities, as in the unexpected but appealing combination of hummus topped with pastrami. Indulge in dishes that focus on vivid Aegean flavors, like the artichoke heart salad with potatoes and sweet peas (a meal unto itself).",Turkish,"1953-1955 Coney Island Ave., Brooklyn 11223",37.0,NY,4.4,176,2,102,0,0,37.0,11223
Uncle Zhou,0.0,"Gifted cooks have been setting up in Elmhurst to show off their skills, but the chef/visionary of this modestly decked, massively popular Henanese gem has been a fixture from the start. Seat yourself inside the butterscotch-hued room, surrender to the affable staff, and await a memorable feast. Opening this culinary show are pickled cucumbers and briny bamboo shoots with mushrooms, followed by pan-seared lamb dumplings or hugely fortifying ""Dial oil"" noodles sautéed with dried red chilies. For the consummate finale, pre-order ""Taosibao,"" an impressive showpiece of rice-stuffed quail inside a squab, inside a chicken, inside a duck. Not only is this trumped-up version of turducken technically superb, but every element is flavored by an aromatic broth.",Chinese,"83-29 Broadway, Elmhurst 11373",18.5,NY,4.1,24,1,29,0,0,18.5,11373
Lulu &amp; Po,0.0,"Nestled around the corner of an otherwise forgettable street lined with bodegas, somewhere between Fort Greene and Clinton Hill, the Lilliputian Lulu & Po carries a sweet name but a big foodie punch. For that reason alone, you'll battle neighborhood regulars for a table or spot at the bar, but you'll probably have a grand time doing it. For the uninitiated, the setup is simple: you walk in, wait for a seat at one of the few tables that run the length of the room, and order from an ever-changing menu filled with delights. Try the creamy chicken liver pâté punched up with savory pancetta; tender grilled octopus with minty cilantro-jalapeño sauce; or a juicy half-chicken marinated with bright spices, then seared to perfection under the weight of a cast-iron pan.",American,"154 Carlton Ave., Brooklyn 11205",37.0,NY,4.2,14,2,2,0,0,37.0,11205
Bavette's Bar &amp; Boeuf,0.0,"Restaurateur Brendan Sokoloff (also of Maude's Liquor Bar and Au Cheval) breathes new life into the tried-and-true steakhouse concept with this swanky destination. The vibe inside may be dark and loud, but that only adds to the bonhomie of the chic and cavernous den, outfitted with exposed brick walls, mismatched dangling light fixtures, and tobacco-brown Chesterfield-style sofas. Predictably, steakhouse and raw bar standards dominate the menu. Most steaks are wet-aged, and though some may prefer more funk, the cuts are expertly broiled. The kitchen deserves praise for unexpected options like creamy short rib stroganoff featuring hand-cut pasta; buttermilk fried chicken; and sides such as elote-style corn in a rich cheese sauce sparked with lime.",American,"218 W. Kinzie St., Chicago 60654",62.0,IL,4.6,128,3,99,0,0,62.0,60654
Tortoise Club,0.0,"Every city needs a restaurant with the word ""club"" in the title-somewhere reassuringly old-school where you'd take your future father-in-law if you want to marry his daughter. Tortoise Club fits the bill perfectly. If it was just a few years older, it would be called an institution because it also harks back to more dissolute times; order a Negroni at lunchtime here and no one will bat an eyelid. The place has an unapologetically masculine look thanks to the mahogany paneling and dark leather seating. It has a lounge bar with nightly live jazz and a familiar menu of American classics, from big plates of seafood to great steaks. Where it differs from many similar spots is that here the service is sprightly and sincere and the welcome is warm.",American,"350 N. State St., Chicago 60654",62.0,IL,4.1,41,3,2,0,0,37.0,60654
Padrecito,0.0,"Like its baby sib Mamacita, this easygoing cantina serves modern Cal-Mex food crafted with excellent, locally sourced ingredients. Padrecito bears a bohemian, south-of-the-border spirit with a buzzy cocktail bar that pours a remarkable list of tequilas. Its dining room is rife with reclaimed wood, but climb a few colorful steps to arrive in the lovely mezzanine decked in chandeliers glinting over the main room. Adept, smiling servers whirl around diners cradling such specials as sopa Azteca, a purée of ancho chilies and tomato bobbing with tender queso Oaxaca and avocado; or grilled Arctic char tacos sauced with crimson-red achiote and crowned with mango-jicama slaw. Warm, sugary churros with mascarpone-coffee crema offer mucho fulfillment.",Mexican,"901 Cole St., San Francisco 94117",37.0,CA,4.3,95,1,66,0,0,18.5,94117
Travelle,0.0,"This contemporary Mediterranean dining room shares its home-a landmark Mies van der Rohe tower completed in 1972-with The Langham hotel. Floor-to-ceiling windows on the second floor space offer views of Marina City, but with its stunning kitchen displayed behind gradient glass panels, the scene inside is equally dramatic. Creative add-ins bring flair and flavor to flawlessly executed and gorgeously composed dishes. A perfect, toothsome champagne risotto is enlivened by juicy, barely pickled grapes and toasted Marcona almonds, while a thick, creamy tranche of seared salmon rests on ""healthy"" fried green farro, finished with a tangy drizzle of spicy soy-mustard. Raspberry coulis and meringue shards are an ideal garnish for a fresh and zesty citrus tart.",Mediterranean,"330 N. Wabash Ave., Chicago 60611",62.0,IL,4.2,18,3,2,0,0,37.0,60611
Larb Ubol,0.0,"Chef Ratchanee Sumpatboon is cooking up her own delicious Isaan-Thai storm in Hell's Kitchen. Inconspicuously lodged between Penn Station and Port Authority, Larb Ubol is tidy, cheerful, and dressed with colorful fabrics. The som tom kort muar is cool and limey yet very spicy with green and red chilies dotting the crunchy mound of lettuce, green papaya, rice noodles, and fried pork rind. Savory and satisfying pla dook larb, a spicy ground catfish salad, combines wild ginger, fresh mint, and lime. The deep-fried pork belly, pad ped moo krob, is rendered crisp yet wonderfully chewy, then stir-fried with chopped eggplant, sweet red pepper, and red curry paste. Cool off with a scoop of coconut ice cream garnished with preserved palm seeds.",Thai,"480 Ninth Ave., New York 10018",18.5,NY,4.3,82,1,101,0,0,18.5,10018
Morgan's BBQ,0.0,"Barbecue has been having a New York moment, mixing up sauces ranging from the vinegar-heavy Eastern NC-style to sweeter Tennessee renditions. At Morgan's, it's all about Texas, where there is an unparalleled emphasis on the quality of meat and smoke. The bare wood tables, plastic bottles, and industrial rolls of paper towels provide no dining frills-not that they are missed. Come hungry for slow-smoked brisket with a spicy and inspired rub that's straight out of Austin. Hard to find outside the state, the Hill Country specialty of deep-fried turkey tails is especially tender, served over porky collard greens and salty-sweet cornbread with pepper jelly. Sides are to die for; same goes for the signature pecan ""cutie pie"" made with Widow Jane Bourbon.",Barbecue,"267 Flatbush Ave., Brooklyn 11217",37.0,NY,4.2,143,1,12,0,0,27.75,11217
Tessa,0.0,"An industrial-inspired enoteca, Tessa makes a huge, packed room feel intimate enough for a date-a feat in New York. A wine rack made of steel cables, metal security gates across the ceiling, and exposed brick complete the modern vineria look that is simply smart and very unique. Gorgeous French walnut boards holding cheese and salumi makes the food even more enticing. Pasta here can be at once luxurious and comforting, as in the cavatelli topped with rabbit and pancetta ragù with smoky-sweet cipollini. Grilled entrées may include a swordfish steak with a slightly tangy white wine-artichoke barigoule and citrusy caper gremolata. For dessert, don't miss the thick, cool coffee pot de crème topped with cardamom sablé and sweet date purée.",Mediterranean,"349 Amsterdam Ave., New York 10024",62.0,NY,4.3,36,2,65,0,0,37.0,10024
Navy,0.0,"Only Navy could pull off a nautical-themed restaurant with repurposed WWII military duffle bags, and panels of distressed copper as well as antique sconces on the walls. Everything is beyond chic here, from the former bowling alley bench banquette, to that massive espresso machine used to serve coffee and pastries to early-to-rise SoHo-ites. But seafood rules after breakfast, when the raw bar spouts oysters, clams, sea urchin, as well as bright Mediterranean white wine. The menu presents culinary hedonism at its finest, like mussel toast: plump mollusks, paprika, and caper aïoli spread over crunchy sourdough bread. Similarly, soft-shell crabs arrive atop a squash blossom pancake with hints of anchovy, and are accented with a dreamy blend of maple syrup.",Seafood,"137 Sullivan St., New York 10012",37.0,NY,4.0,17,2,91,0,0,37.0,10012
Russ &amp; Daughters Cafe,0.0,"From white-jacketed servers to that pristine counter, this updated yet model LES café channels the very spirit and charm of its mothership, set only blocks away. The adept kitchen follows suit, taking the original, appetizing classics and turning them on their heads to form an array of proper and profoundly flavorful dishes. Regulars perch at the bar to watch the 'tender whip up a cocktail or classic egg cream, while serious diners find a seat and get noshing on hot- and cold-smoked Scottish salmon teamed with potato crisps. The result? A thrilling contrast in flavor and texture. Caramelized chocolate babka French toast is crowned with strawberries for a sweet-savory treat; and ""eggs Benny"" with salmon, spinach, and challah never fails to peg a bruncher.",Deli,"127 Orchard St., New York 10002",37.0,NY,4.5,162,2,57,0,0,37.0,10002
