name,stars,review,cooking_type,address,usd_avg,State,rev,price
Les Nomades,0.0,"A giddy excitement bubbles through the air at Les Nomades, and with good reason: this intimate, charming restaurant feels like a secret hideaway within a gated Streeterville brownstone. Owner Mary Beth Liccioni welcomes all as if they were old friends, seating guests among the graciously arranged fresh flowers, framed artwork, and linen-topped tables. Though the fragrant herb-loaded lavash presented at each table is good enough to make an entire meal out of, save room for entrées like grilled Scottish salmon, served medium-rare with a colorful, flavorful mélange of beets, cucumber, and black olive tapenade. A single translucent langoustine raviolo duets on a plate with tempura soft shell crab, both enhanced by harissa- and saffron-spiked rouille.",French,"222 E. Ontario St., Chicago 60611",112.5,IL,"4.5
31 Google reviews",$$$$ · French Restaurant
Mana Food Bar,0.0,"Feeling like your body needs a jump-start? Mana, whose name translates to ""the life force coursing through nature,"" is a good place to get your mojo back. Though welcoming to vegans, vegetarians, gluten-free diners, and anyone who's looking for a nutrient boost, it's not just health food: the small space also offers a full bar with sake cocktails, smoothies, and freshly squeezed juices. Mana may be a tiny spot, but its diverse menu of vegetarian dishes is big on taste-and spice. Korean bibimbap mixes a roster of vegetables like pea pods, roasted carrots, and pickled daikon with a fresh sunny side-up egg; while horseradish and cracked black pepper sneak into macaroni and cheese. House-made hot sauce with serranos and jalapeños adds extra pep to any dish.",Vegetarian,"1742 W. Division St., Chicago 60622",18.5,IL,"4.5
113 Google reviews",$$ · Vegetarian Restaurant
Mercat a la Planxa,0.0,"Within a cavernous space in the Renaissance Blackstone hotel, Mercat a la Planxa recreates the hustle and bustle of a Spanish marketplace with an extensive menu of Catalan tapas. The dining room's tightly packed tables are perfect for grazing, and soaring ceilings along with cathedral windows overlooking Grant Park impress locals and out-of-towners alike. Plump, crunchy gambas al ajillo are bathed in buttery garlic sauce with a hint of lemon, and servers add to the excitement by drizzling jus over skewers of bacon-wrapped lamb loin medallions at the table. This is the kind of place where nary a splash of sauce is left behind, so use those slices of brioche-with a swipe of sweet onion purée for good measure-to sop up every last delicious drop.",Spanish,"638 S. Michigan Ave., Chicago 60605",37.0,IL,"4.0
162 Google reviews",$$$ · Spanish Restaurant
mk,0.0,"After nearly two decades in business, larger than life ""mk"" still welcomes all to Chef/owner Michael Kornick's eponymous flagship. Rich brown tones warm up the former paint factory's lofty interior, which features a skylit space that's beloved citywide for big nights and romantic evenings. There's a seasonal dish here to sate every appetite, whether diners are seated at linen-draped tables or perched on sleek stools in the lounge area. Bar bites offer upscale indulgences like bison sliders tucked into bone marrow-buttered focaccia, while a dual preparation of tartares-yellowfin tuna with Moroccan olives complementing Scottish salmon with charred red onion-could be a meal on its own. For dessert, citrusy ""Where troubles melt like lemon drops"" is every bit as charming as its name.",American,"868 N. Franklin St., Chicago 60610",62.0,IL,"4.5
88 Google reviews",$$$ · New American Restaurant
Paramount Room,0.0,"Though a few blocks north of the hot-and-heavy Fulton Market food scene, this edgy joint, equal parts gastropub and dive bar, more than holds its own. To start, make like the cool kids and order something from the well-stocked bar: Moscow Mules are presented properly in frosty copper mugs, killer Bloody Marys are fortified by skewers of huge olives and blocks of dill Havarti, and the beer list boasts there's ""no crap on tap"". Paramount's menu features dishes that make the most of top-quality ingredients, like a plump burger crafted from 100 percent Wagyu beef on a toasted brioche bun. Daily specials have featured a trio of sweet and zesty pulled pork sliders sided by a heap of crisp and crunchy tempura-style green beans.",Gastropub,"415 N. Milwaukee Ave., Chicago 60654",37.0,IL,"4.1
70 Google reviews",$$ · Bar
Pho Xe Tang - Tank Noodle,0.0,"A stone's throw from the Little Saigon EL, this simple corner spot keeps pho enthusiasts coming back for more. Communal cafeteria-style tables, crowded during prime meal times, are stocked with all the necessary funky and spicy condiments. Efficient service keeps the joint humming and lets the patrons focus on slurping. Pho is the definitive draw here, and this fragrant, five-spiced, rice noodle- and beef-filled broth is accompanied by sprouts, lime wedges, and plenty of basil. Other delights on the massive menu include shrimp- and pork-stuffed rice flour rolls with addictive sweet and sour nuoc cham; followed by spicy catfish soup simmered with an intriguing combination of okra, pineapple, and bamboo shoots drizzled with garlic oil.",Vietnamese,"4953-55 N. Broadway, Chicago 60640",18.5,IL,"4.2
248 Google reviews",$$ · Vietnamese Restaurant
Ras Dashen,0.0,"Take the hostess up on her offer to sit at a traditional table and enjoy Ras Dashen's Ethiopian items in a truly authentic environment. Cushioned rattan chairs surrounding low mossab tables with conical domed lids await communal trays arriving from the kitchen. The bar serves Ethiopian honey wine, African beers, and cocktails like the rosy champagne qay arafa for those who want to fully immerse themselves in the culinary culture. Delicately crisp, lentil-stuffed sambusas whet the appetite for doro wat, the national dish of Ethopia, which does its country proud with aromatic and tender braised chicken in a sumptuous berbere sauce. Sides of warm ib cheese, freshly made from buttermilk, and spongy injera cool the palate from the creeping heat.",Ethiopian,"5846 N. Broadway, Chicago 60660",37.0,IL,"4.2
94 Google reviews",$$ · Ethiopian Restaurant
Riva,0.0,"If a stroll along Navy Pier works up an appetite, follow your nose (and stomach) past the Ferris wheel to Riva, a nautically themed escape from the carnival atmosphere. The upstairs dining room is a visual feast, with colorful murals above the open kitchen and sweeping lakeshore views; while a casual café downstairs serves drinks and light bites. Though the menu swims with seafood, Prime steaks and Italian-inspired dishes like pear-and-cheese agnolotti offer variety. Caper-studded Louis sauce augments a single plump cake of jumbo lump crab with a crisp side of Asian slaw. A fillet of Atlantic salmon is placed atop a vibrant plate and paired with cherry tomato fondue, a handful of quartered Brussels sprouts, and bite-sized potato gnocchetti.",Seafood,"700 E. Grand Ave., Chicago 60611",37.0,IL,"3.6
102 Google reviews",$$$ · Seafood Restaurant
The Rosebud,0.0,"The Rosebud holds its own among the brass of University Village's Italian thoroughfare. The original location of what is now an extended family of restaurants throughout Chicagoland, it's nothing if not classic with its red neon sign, dark carved wood, and cool but accommodating all-male waitstaff. Italian wedding soup brings comfort with moist, tiny meatballs, escarole, and acini di pepe simmered in broth; while sweet sausage chunks, caramelized onions, and a garlicky white wine sauce make chicken giambotta a satisfying choice. Loyal clientele crowd around white tablecloths for platters of their favorite chicken parmesan or linguine topped with a mountain of clams. Also, dessert is not to be missed: a single slice of carrot cake will gratify the whole table.",Italian,"1500 W. Taylor St., Chicago 60607",37.0,IL,"4.4
130 Google reviews",$$ · Italian Restaurant
Sabri Nihari,0.0,"Sabri Nihari outshines the restaurant competition on this crowded stretch of West Devon Avenue. A recent expansion has doubled the size of the posh Indo-Pakistani spot, where crystal chandeliers make gold-hued walls gleam more brightly. As with many Southeast Asian restaurants, vegetarian dishes abound-but that's only the beginning of the expansive menu. Whole okra pods add grassy, peppery bite to beefy bhindi gosht, and delightful chicken charga, an entire spatchcocked bird marinated in yogurt and lime, is rubbed generously with spices before crisping up in the deep fryer. No alcohol is served in deference to many of the abstaining clientele, but you won't miss it; buttery naan and creamy lassi with homemade yogurt help to balance out the spice-fest.",Indian,"2500-2502 W. Devon Ave., Chicago 60659",18.5,IL,"3.8
271 Google reviews",Pakistani Restaurant
Schwa,1.0,"There comes a point when pared-down style jumps from being easy-to-miss and becomes hard-to-forget (think security grills on the façade). When a utilitarian and self-consciously bare interior seems modern and industrial. When temporarily disconnected phone lines and full mailboxes make every hipster in the room feel like he hit the jackpot to score this reservation. The booming hip-hop peppered with expletives reflects the deeply talented chefs' ethos, going well beyond laissez-faire to reach the point of ""we don't give a damn."" That said, you probably won't either. The food really is that good. The 14-course nightly tasting has no menu really to speak of, but there are plenty of tattooed servers ready to describe each dish with details that come at you rapid fire. While some courses may seem way out of balance in terms of flavor and textural complexity, others have been known to show nuance and delicacy-as evident in the smooth and fine Osetra caviar sitting in a mélange of cashew nut purée, tender hearts of palm, and fried plantain chips; or a single quail egg raviolo with its glossy and unctuous brown butter sauce. Desserts can be pure genius, beginning with watermelon ice and unagi ice cream-a sprinkle of togarashi perfectly foils the intensity of this treat.",Contemporary,"1466 N. Ashland Ave., Chicago 60662",112.5,IL,"4.6
51 Google reviews",$$$$ · New American Restaurant
