name,stars,review,cooking_type,address,usd_avg,State,rating,price,cuisine
Omakase,1,"An ""omakase"" places the guests in the hands of the chef-and indeed the only dining option at this tiny new Edomae-style restaurant are three chef-designed tasting menus, clocking in at $100, $150, or $200. Sound risky? It isn't: trust us, this is an experience worth relinquishing all control for. Housed in an area of SoMa popping with big tech companies and modern lofts, Omakase is a quiet little oasis of elegant minimalism. The tiny dining room consists of an L-shaped counter offering 14 seats (so yes, you'll definitely want to make reservations) facing the chefs. But, while all eyes are focused on the food, you won't get the impression these chefs think they're rock stars. On the contrary, it's not uncommon for them to inquire if the size of the sushi rice is appropriate for each guest's mouth; and the chefs and servers both bow profusely and offer their gratitude upon exit. A night in their capable hands will reveal plate after plate of fresh sushi and sashimi (flown in three times a week from the Tsukiji fish market) and unique little dishes like a seaweed and fresh herb salad, laced with lovely strands of Okinawan sea grapes, served over cured whitefish and accompanied by white tuna temarizushi.",Japanese,"665 Townsend St., San Francisco 94103",112.5,CA,4.1,$$$$,Japanese
Per Diem,0,"This aptly-named hot spot is a favorite among the well-heeled FiDi power players who fill its dramatic, bi-level space. Equal parts industrial loft and swanky Prohibition-era club, Per Diem is a vision of rich wood surfaces, dramatic pillars, exposed brick, and concrete. It's a sleek atmosphere for a sleek crowd-but the real draw here is the food. A new chef has taken the menu in a seasonally inspired direction that's at once refined and approachable. Of-the-moment delights include a salty, smoky flatbread topped with slices of roasted porcini and hon shimeji mushrooms, shaved prosciutto, and crescenza cheese. This may be tailed by an equally impressive spinach-ricotta ravioli with roasted squash, a soft-poached egg, and sprinkle of lemon gremolata.",American,"43 Sutter St., San Francisco 94101",37,CA,4.2,$$,American
Evangeline,0,"Jazzy New Orleans flair infuses every inch of this Southern charmer, which adds just a hint of spice to the easy Californian charm of quaint Calistoga. A trellised garden patio (a must-visit on a warm day) blooms with fragrant jasmine, while the cozy indoor dining room provides an intimate retreat complete with midnight-blue banquettes. A collection of French bistro- Californian- and Cajun-inspired dishes abound on the approachable menu. Rich, creamy duck rillettes arrive with toasted baguette and red pepper jelly; shrimp etouffee is spicy and complex, its thick, dark roux coating a heap of fluffy white rice; and melt-in-your-mouth tarte Tatin slathered with locally made Three Twins vanilla ice cream is as good as any beignet.",American,"1226 Washington St., Calistoga 94515",37,CA,4.5,$$$,French
Caf̩ Romanat,0,"In a stretch of Oakland that teems with Ethiopian restaurants, Romanat is a standout, thanks to deliciously spiced dishes served in generous portions. Locals (including some Ethiopian families) fill the small room, set with traditional low stools and woven tables and featuring colorful fabric curtains and artwork. Order up an Ethiopian beer, honey wine, or a nutty ground flax or sesame seed juice to pair with the sambussas, triangular pastries stuffed with piquant, chile-flecked ground beef. All the combo platters, served on spongy, slightly sour injera, are perfect for sharing. And the veggie combo, with dishes like saut̩ed collard greens, lentils in smoky berbere, and split peas with turmeric and ginger, will delight any crowd.",Ethiopian,"462 Santa Clara Ave., Oakland 94610",18.5,CA,,,
Valenti &amp; Co.,0,"Guests leave both their hearts and their hunger behind after a meal at this utterly captivating spot in cozy San Anselmo, where the chef busily prepares each dish from scratch in the back as his bubbly wife hugs regulars and ushers them inside. Adding to the quaint trattoria feel, fragrant blooms from the window boxes release their delicate scents into the dining room. The bill of fare is largely Italian, with a few fun twists: house-made fettuccine is twirled in a shrimp bisque and topped with plump, sweet Hawaiian prawns, and tiramisu becomes ""crunchymisu"" when puff pastry is subbed for ladyfingers. But even simpler dishes, like flaky, moist griddled Mt. Lassen trout with braised fennel, radicchio, and tangy lemon emulsion, are full of flavor.",Italian,"337 San Anselmo Ave., San Anselmo 94960",62,CA,,,
The Commissary,0,"Once an officer's mess for the soldiers of the Presidio, this historic space now offers more refined cooking, courtesy of superchef Traci Des Jardins. Inside, communal wood tables, a bustling chef's counter, and antique light fixtures honor the past while allowing for modern comfort. Dine alfresco on the big front porch, facing the former parade grounds, or grab cheese, wine, and charcuterie from the in-house shop. The menu takes its cues from Spain, with richly seasoned chicken basquaise in a peppery tomato broth and bacalao salad strewn with fennel, olive, pomelo, and basil. Jam�_n Ib̩rico, gazpacho, and churros also make appearances. For a double dose of Des Jardins, head to nearby Arguello, her Mexican concept in the Presidio Officer's Club.",Californian,"101 Montgomery St., San Francisco 94129",37,CA,,,
Lazy Bear,1,"Communal dining is the name of the game at this white-hot restaurant. Billed as a fine dining dinner party, Lazy Bear is an underground phenom ""gone legit,"" meaning your average Joe can now score a seat. That is, if they can jump through a few hoops: you'll need to buy a ticket in advance, and once you do, you'll be e-mailed a list of house rules you should read in earnest. Fortunately, this hip hottie delivers. The nightly tasting menu is dished out in a cool, bi-level warehouse and starts with aperitifs served alongside small bites upstairs in the loft, before moving downstairs to a dining room that boasts two giant tree slabs as communal tables, each lined with 20 chairs. Diners are given a pamphlet with the menu (there's space for note-taking underneath) and are invited to walk into the kitchen to chat with the cooks themselves. The young crowd loves this kind of chef worship, and digging into David Barzelay's luscious fare, we're inclined to agree. A saffron dish of creamy Anson Mills grits arrives with fresh lobster, pickled chard, Tokyo turnips, and prawn roe crisps; while tender caramelized squab is paired with lightly roasted sweet pear, a reduced jus, and crushed spices for dipping.",Contemporary,"3416 19th St., San Francisco 94110",112.5,CA,4.6,$$$$,New
High Peaks Kitchen,0,"The Himalayan-inspired name and Dalai Lama headshot might have you guessing correctly that this retreat is owned by Tibetans, but there's a twist: they were raised in India, and South Asian cooking is their specialty. The simple space, with its bright colors, small open kitchen, and inviting patio, is a cheerful setting for enjoying the delicious, affordable food. A range of well-spiced dishes boast layers of aroma and flavor, from the whole cardamom, shredded ginger, and star anise in a fiery potato vindaloo, to the potent yellow curry in a stewed chicken jalfrezi. The clientele is largely Indian, a testament to the kitchen's authenticity, and they can be found filling up on potato-stuffed naan with toasted coriander and cumin as well as smoky, moist ground lamb kebabs with mint chutney.",Indian,"5299 College Ave., Oakland 94618",37,CA,,,
Ramen Gaijin,0,"""Gaijin"" is the none-too-polite Japanese term for a foreigner, but the American chefs of this clandestine noodle joint clearly take pride in their outsider status, fusing local ingredients with traditional technique. Finding Gaijin is a journey in itself (it's actually in the back of another restaurant), but the friendly and casual vibe rewards the effort. The best seats are at the counter, where you can chat with the chef as he assembles bowls of light, fresh shoyu ramen filled with thick house-made rye noodles and caramelized pork belly chashu. Appetizers are also notable, like a surprisingly elegant salad of smoked cod and baby gem lettuces. And, don't leave without dessert: the black-sesame ice cream with miso caramel is creative and delicious.",Japanese,"6948 Sebastopol Ave., Sebastopol 95472",37,CA,4.6,$,Ramen
Kemuri Japanese Bar̼,0,"You'll feel like you've strolled into a hip Tokyo nightspot when you enter Kemuri, which blends funky takes on izakaya dishes and a selection of Japanese-influenced craft beer and cocktails into a young, lively package. The spacious, industrial room-think bar shelves made of pipes and water spouts-is always abuzz with twenty-somethings who pack in at the communal wooden tables. The menu is loaded with Japanese mashups that seem unusual but taste terrific, like a burger with ""buns"" made of griddled rice balls and stuffed with seared albacore and a creamy sauce. Chilled poke udon, featuring marinated fish and sliced avocado, comes atop cold noodles complete with a barely poached egg, and even the cr̬me br��l̩e is spiked with green tea.",Asian,"2616 Broadway, Redwood City 94063",37,CA,,,
Burmatown,0,"Bypass the tired Asian-fusion offerings and head straight for the authentic Burmese dishes at this out-of-the-way cutie. A nutty, crunchy, and flavorful tea-leaf salad is the perfect answer to a hot summer day, while hearty potato-stuffed samosas and fresh, springy egg noodles tossed with barbecue pork and fried garlic chips will warm your soul in the cooler months. Given the high quality of its food, it's no surprise that Burmatown is Corte Madera's most popular novel neighbor: it's big with local families from the surrounding residences, who pack every single table, attended to by warm servers. If you're willing to make a special trip to this charming bright-orange bungalow, the laid-back vibe will have you feeling right at home.",Burmese,"60 Corte Madera Ave., Corte Madera 94925",37,CA,,,
